hrv,eda,sleep_quality,spoon_count,sensory_load,masking_level,social_demands,stress_label
49.963209507789,1.3085284186795298,57.19958782835928,6.834312586700398,7.48241131552656,4.362767366200287,5,1
96.05714451279329,1.234893995359999,80.54323292999864,2.551477258946496,7.185547039718149,3.9962088660826294,3,0
78.55951534491241,4.531272902605183,76.01609297901591,8.851551070193334,1.861787787970219,2.5853852125257406,6,0
67.89267873576293,1.2477309992475305,15.389990469377368,6.518046151623174,9.3031516441522,6.465400030913392,2,0
32.48149123539492,1.359748630643155,14.92494697414739,2.4148349520125882,6.116249819411376,5.28961744457766,4,1
32.47956162689621,3.7969913120898187,26.817436774491334,9.661042517330861,4.273529690221158,8.791308930916033,0,1
24.64668897345596,2.2486992122527,36.10747263410372,5.665289170017886,7.80884725145776,1.2889862243385242,9,1
89.29409166199481,3.883552784775906,40.84555814084826,1.6560860668448951,3.3162891256147065,6.794811347996137,2,0
68.0892009394567,0.3268307878219262,67.96972168333453,6.641496139735605,7.241588533416884,7.86653990660405,7,0
76.64580622368364,2.4378559683669216,5.66804321658354,3.278790163115292,1.357400868150225,7.835379122694763,8,0
21.646759543664196,0.16806800091641316,3.4672704226066386,8.233241066895722,8.554672338483448,8.974665703859726,8,1
97.59278817295954,0.3132660172767726,39.191056294390904,8.360398662095715,5.033537623191866,7.561303685465447,9,0
86.59541126403374,4.532187266722055,69.71636921379805,9.810526202691957,6.730236229221475,9.350290554829266,1,0
36.987128854262096,0.6962268555879758,19.343534295648258,5.516825779220533,2.991140378260153,3.9939093983880234,3,1
34.54599737656805,2.6621034113760853,64.15044812562518,5.094611917549634,7.0936634139260315,5.528884750763888,4,1
34.6723607882747,2.055478013003533,25.982813794029948,7.781280449018325,7.950162483039489,1.126716969546016,2,1
44.33937943676302,1.7367166312942133,88.60861088135164,2.192235907077339,5.258918681959589,1.062618285729621,0,1
61.98051453057903,4.499166728436363,89.56899442666165,5.922239624138117,6.559542316556149,3.161139584063679,5,0
54.55560149136926,0.1091169838774475,29.72872042813265,5.9162284011776585,5.106933314401587,1.9072647742517672,9,1
43.298331215843355,3.3189484308779456,22.99937539632405,1.8052581052934848,9.04682232332061,3.3419023114217827,1,1
68.94823157779035,4.816972171067752,41.13039720662313,4.761856769562222,5.480822624628873,2.5933896507555767,8,0
31.15950885216335,2.80084091730921,24.05315851801487,8.679563187104817,8.57627838125937,1.2566802235478343,0,1
43.37157188281745,4.684112310165459,67.23838432917036,8.705382597951942,8.212168524432236,9.183737317654444,8,1
49.308947463495336,0.26128939643011884,82.60646845482856,1.8931389842771291,4.694543392135209,1.0740081825000236,6,1
56.48559873736288,2.093966595370807,67.3092130911217,1.8164879447304778,3.0707604267172752,7.624739299033768,9,1
82.81407691144109,1.3007889548102558,82.43504472493495,3.3642592930174176,4.654739193037939,2.369330982275649,1,0
35.97390257266878,3.6541048249036487,39.69921622074742,8.872894562985941,8.43595638197698,9.2100665979964,5,1
61.13875507308893,4.906485452486233,15.631697070886085,2.1601232656614906,3.048692822374531,9.035163456308972,7,1
67.39316550896339,1.282650312221239,73.79509473975922,7.479971223647016,5.719927112719744,6.885110317323316,1,0
23.71603301759982,3.2708730073703722,36.047450514155386,1.910490576517929,8.254870731646728,7.050107348205446,4,1
68.60358815211507,0.9904881637987006,67.12708252291326,6.608240683730428,4.1812972761554095,1.048052277727197,5,0
33.64192989498332,2.8266512728580495,27.064394198176565,4.204605692072303,6.779886733024276,9.863844095022419,2,1
25.20412743882236,2.319662433441681,8.122963480667266,8.100225666692804,3.210684166439331,8.90049343218233,1,1
95.91084298026666,4.860026648157685,99.25817954877634,3.1032140394282726,1.9835150083134394,9.055956031570828,5,0
97.25056264596475,3.042636363482333,15.620150793059928,6.752816464509639,8.149458025835706,6.933200833457848,2,0
84.67178784931689,1.747531860434094,98.8420993963481,3.1211428111829647,1.8907176106783614,4.103082357890829,1,0
44.36910153386965,0.5704789244396669,97.72799325664472,7.4229425480093845,3.442432555716261,9.042837841814327,0,1
27.81376912051071,0.7562341436746728,79.38181039080396,8.863102311046738,8.69598479797696,3.623652353360731,7,1
74.73864212097256,1.1265846497561753,65.94229620819976,2.14121619214084,4.118223583708005,6.064403890079825,0,0
55.21219949916811,1.25483330670149,57.78070502510847,8.79936119735953,9.75740814562745,1.8975787510949416,4,1
29.763058787582306,4.253080289205689,86.61015453778347,6.3421772897286814,9.817609012964738,9.297600671194752,5,1
